City;Latitude;Longitude;Country;Population
Villamontes;-212496;-635000;Bolivia;18761
Cliza;-175900;-659300;Bolivia;15816
Ascension;-156996;-630800;Bolivia;14429
Uyuni;-204600;-668300;Bolivia;12939
Rurrenabaque;-144600;-675600;Bolivia;11749
Portachuelo;-173600;-634000;Bolivia;11485
Puerto Quijarro;-177796;-577700;Bolivia;10392
Robore;-183295;-597600;Bolivia;10036
San Jose;-178500;-607800;Bolivia;9211
Challapata;-188996;-667800;Bolivia;9114
Achacachi;-160833;-686666;Bolivia;8447
Vallegrande;-184896;-641100;Bolivia;8422
Aiquile;-181895;-651800;Bolivia;8224
Reyes;-143096;-673700;Bolivia;7376
San Ramon;-132896;-647100;Bolivia;6490
San Carlos;-174000;-637300;Bolivia;6353
San Matias;-163600;-584200;Bolivia;6352
Betanzos;-195600;-654500;Bolivia;4847
Uncia;-184700;-665700;Bolivia;4723
Camargo;-206396;-652100;Bolivia;4715
San Javier;-162896;-625000;Bolivia;4210
Apolo;-147196;-684200;Bolivia;4189
Quime;-169800;-672200;Bolivia;4045
Magdalena;-132601;-640528;Bolivia;3445
Charagua;-197996;-632200;Bolivia;3025
San Lorenzo;-214799;-647700;Bolivia;3000
Samaipata;-181800;-637700;Bolivia;2926
Padilla;-192996;-643100;Bolivia;2920
Entre Rios;-215300;-641900;Bolivia;2685
Tarabuco;-191800;-649199;Bolivia;2428
Baures;-135800;-635801;Bolivia;2422
Coroico;-161896;-677200;Bolivia;2361
Sorata;-157900;-686601;Bolivia;2190
Coro Coro;-171696;-684500;Bolivia;1884
Puerto Villarroel;-168700;-647800;Bolivia;1778
San Rafael;-167795;-606800;Bolivia;1201
Puerto Acosta;-154996;-691667;Bolivia;1123
Sica Sica;-173300;-677300;Bolivia;1006
Cuevo;-204500;-635300;Bolivia;953
Sabaya;-190163;-683833;Bolivia;573
Llica;-198496;-682500;Bolivia;553
Charana;-175996;-694666;Bolivia;197
Piso Firme;-136830;-618666;Bolivia;72
Puerto Heath;-124996;-686666;Bolivia;10
Villa Martin;-207666;-677833;Bolivia;10
Sarajevo;438500;183830;Bosnia And Herzegovina;696731
Banja Luka;447804;171800;Bosnia And Herzegovina;221738
Zenica;442200;179200;Bosnia And Herzegovina;164423
Mostar;433505;178200;Bosnia And Herzegovina;163067
Tuzla;445505;186800;Bosnia And Herzegovina;144334
Prijedor;449804;167000;Bosnia And Herzegovina;104858
Gaborone;-246463;259119;Botswana;208411
Francistown;-211700;275000;Botswana;89979
Lobatse;-252196;256800;Botswana;69804
Molepolole;-244000;255100;Botswana;63248
Mahalapye;-231000;268200;Botswana;50744
Maun;-199896;234200;Botswana;49945
Serowe;-223900;267100;Botswana;48573
Kanye;-249696;253400;Botswana;46831
Mochudi;-243770;261520;Botswana;39700
Palapye;-225596;271300;Botswana;30650
Tshabong;-260095;224000;Botswana;9679
Kasane;-178096;251500;Botswana;9250
Ghanzi;-216996;216400;Botswana;6306
Nata;-202095;261900;Botswana;4794
Mopipi;-211795;248800;Botswana;3301
Lehututu;-239696;218700;Botswana;1942
Nokaneng;-196696;222700;Botswana;1763
Lokhwabe;-241696;218300;Botswana;1473
Tsau;-201596;224600;Botswana;1409
Mohembo;-182996;218000;Botswana;757
Sao Paulo;-235587;-466250;Brazil;18845000
Rio de Janeiro;-229250;-432250;Brazil;11748000
Belo Horizonte;-199150;-439150;Brazil;5575000
Brasilia;-157833;-479161;Brazil;3716996
Recife;-80756;-349156;Brazil;3651000
Fortaleza;-37500;-385800;Brazil;3602319
Salvador;-129700;-384800;Brazil;3484000
Curitiba;-254200;-493200;Brazil;3084000
Campinas;-229000;-471000;Brazil;2791000
Belem;-14500;-484800;Brazil;2167000
Goiania;-167200;-493000;Brazil;2022000
Manaus;-31000;-600000;Brazil;1753000
Santos;-239537;-463329;Brazil;1709000
Vitoria;-203240;-403660;Brazil;1704000
Niteroi;-229000;-431000;Brazil;1500513
Vila Velha;-203676;-403180;Brazil;1209091
Vila Velha;32167;-512167;Brazil;1209091
Maceio;-96200;-357300;Brazil;1186000
Natal;-57800;-352400;Brazil;1088000
Sao Luis;-25160;-442660;Brazil;1038000
Florianopolis;-275800;-485200;Brazil;1023000
Joinville;-263200;-488399;Brazil;988000
Natal;-69838;-602699;Brazil;980588
Joao Pessoa;-71011;-348761;Brazil;956000
Olinda;-80000;-348500;Brazil;921840
Teresina;-50950;-427800;Brazil;907000
Novo Hamburgo;-297096;-511400;Brazil;876990
Nova Iguacu;-227400;-434700;Brazil;844583
Cuiaba;-155696;-560850;Brazil;806000
Campo Grande;-204500;-546166;Brazil;778000
Sao Jose dos Campos;-232000;-458799;Brazil;753769
Jaboatao;-81100;-350200;Brazil;702621
Aracaju;-109000;-371200;Brazil;685356
Sao Jose dos Pinhais;-255700;-491800;Brazil;665063
Santo Andre;-236528;-465278;Brazil;662373
Canoas;-299200;-511800;Brazil;600000
Uberlandia;-189000;-482800;Brazil;563536
Sorocaba;-234900;-474700;Brazil;563281
Ribeirao Preto;-211700;-478300;Brazil;551267
Londrina;-233000;-511800;Brazil;520238
Jundiai;-232000;-468800;Brazil;505548
Macapa;330;-510500;Brazil;499166
Feira de Santana;-122500;-389700;Brazil;481911
Americana;-227499;-473300;Brazil;479472
Juiz de Fora;-217700;-433750;Brazil;470193
Volta Redonda;-225196;-440950;Brazil;456362
Foz do Iguacu;-255235;-545300;Brazil;440455
Campina Grande;-72300;-358800;Brazil;417261
Ipatinga;-194796;-425200;Brazil;407894
Taubate;-230195;-455600;Brazil;403560
Campos;-217500;-413200;Brazil;387417
Caxias do Sul;-291800;-511700;Brazil;381270
Sao Jose do Rio Preto;-207996;-493900;Brazil;374699
Piracicaba;-227100;-476400;Brazil;342209
Bauru;-223300;-490800;Brazil;335024
Montes Claros;-167200;-438600;Brazil;332379
Maringa;-234095;-519300;Brazil;328335
Itajai;-268996;-486800;Brazil;327126
Pelotas;-317500;-523300;Brazil;320674
Itu;-232600;-473000;Brazil;320170
Anapolis;-163196;-489600;Brazil;319587
Vitoria da Conquista;-148500;-408400;Brazil;308204
Franca;-205300;-473900;Brazil;305041
Blumenau;-269200;-490900;Brazil;293949
Ponta Grossa;-250900;-501600;Brazil;292177
Limeira;-225495;-474000;Brazil;289665
Petropolis;-225095;-432000;Brazil;286071
Crato;-74639;-630400;Brazil;273883
Crato;-72296;-394200;Brazil;273883
Cabo Frio;-228900;-420400;Brazil;261721
Petrolina;-93800;-405100;Brazil;260985
Uberaba;-197800;-479500;Brazil;260843
Rio Branco;-99666;-678000;Brazil;257642
Cascavel;-249596;-534600;Brazil;257172
Governador Valadares;-188700;-419700;Brazil;250878
Varzea Grande;-156500;-561400;Brazil;249752
Santa Maria;-296833;-538000;Brazil;249219
Caruaru;-82800;-359800;Brazil;242094
Palmas;-102377;-482878;Brazil;235315
Boa Vista;28161;-606660;Brazil;235150
Ilheus;-147800;-390500;Brazil;230622
Santarem;-24333;-547000;Brazil;230428
Juazeiro do Norte;-72100;-393200;Brazil;225230
Itabuna;-147896;-392800;Brazil;221938
Imperatriz;-55200;-474900;Brazil;218106
Marilia;-222100;-499500;Brazil;212218
Presidente Prudente;-221200;-513900;Brazil;209502
Sao Carlos;-220200;-478900;Brazil;205035
Criciuma;-286800;-493900;Brazil;204217
Guaratingueta;-228200;-451900;Brazil;203580
Timon;-51150;-428450;Brazil;203157
Mossoro;-51900;-373400;Brazil;202583
Sete Lagoas;-194496;-442500;Brazil;201334
Divinopolis;-201495;-449000;Brazil;193832
Rio Grande;-320495;-521200;Brazil;187838
Arapiraca;-97500;-366700;Brazil;187668
Cachoeiro de Itapemirim;-208500;-411300;Brazil;187019
Rio Claro;-224100;-475600;Brazil;180147
Passo Fundo;-282500;-524200;Brazil;179529
Nova Friburgo;-222600;-425400;Brazil;171991
Aracatuba;-212100;-504500;Brazil;170024
Barra Mansa;-225600;-441700;Brazil;169386
Maraba;-53500;-491160;Brazil;166182
Carpina;-78400;-352600;Brazil;165579
Lajes;-278096;-503100;Brazil;164676
Dourados;-222300;-548100;Brazil;162202
Xapeco;-271000;-526400;Brazil;160157
Rio Largo;-94800;-358400;Brazil;158545
Barreiras;-121400;-450000;Brazil;158292
Sobral;-36900;-403500;Brazil;157996
Rondonopolis;-164695;-546400;Brazil;152912
Guarapuava;-253800;-514800;Brazil;150850
Pocos de Caldas;-217800;-465700;Brazil;146588
Cabo de Santo Agostinho;-82900;-350300;Brazil;146219
Macae;-223800;-417900;Brazil;143029
Paranagua;-255279;-485345;Brazil;141013
Parnaiba;-29100;-417700;Brazil;138008
Castanhal;-12896;-479300;Brazil;137406
Jequie;-138500;-400800;Brazil;135574
Caxias;-48330;-433500;Brazil;134640
Pindamonhangaba;-229200;-454700;Brazil;132218
Jaragua do Sul;-264800;-491000;Brazil;130130
Braganca Paulista;-229500;-465500;Brazil;127676
Itapetininga;-235900;-480400;Brazil;126243
Alagoinhas;-121400;-384300;Brazil;124070
Uruguaiana;-297696;-570900;Brazil;123480
Barbacena;-212200;-437700;Brazil;122211
Jau;-222896;-485700;Brazil;119206
Pouso Alegre;-222200;-459400;Brazil;115201
Botucatu;-228796;-484500;Brazil;113862
Santa Cruz do Sul;-297100;-524400;Brazil;113625
Conselheiro Lafaiete;-206700;-437900;Brazil;111596
Garanhuns;-88900;-365000;Brazil;110085
Catanduva;-211400;-489800;Brazil;109612
Apucarana;-235500;-514700;Brazil;107085
Bage;-313200;-541000;Brazil;106098
Linhares;-193900;-400500;Brazil;105075
Barretos;-205500;-485800;Brazil;101220
Teofilo Otoni;-178700;-415000;Brazil;101170
Passos;-207100;-466100;Brazil;98752
Uba;-211196;-429500;Brazil;97828
Ourinhos;-229700;-498700;Brazil;97799
Trindade;-166500;-495000;Brazil;97521
Arapongas;-234100;-514300;Brazil;97512
Araguari;-186400;-482000;Brazil;96565
Corumba;-190160;-576500;Brazil;96520
Erechim;-276300;-522700;Brazil;96087
Juazeiro;-94200;-405000;Brazil;95132
Ponta Pora;-225300;-557300;Brazil;94331
Bento Goncalves;-291695;-515200;Brazil;94271
Tatui;-233500;-478600;Brazil;93580
Patos;-70196;-372900;Brazil;92575
Itaituba;-42586;-559250;Brazil;92308
Tubarao;-284800;-490200;Brazil;92275
Muriae;-211300;-423900;Brazil;91173
Itanhaem;-241800;-468000;Brazil;90385
Santana do Livramento;-308800;-555300;Brazil;89694
Nova Lima;-199800;-438500;Brazil;88399
Brusque;-271300;-489300;Brazil;88284
Assis;-226596;-504200;Brazil;87471
Paulo Afonso;-93307;-382657;Brazil;85350
Ituiutaba;-189700;-494600;Brazil;85345
Caceres;-160500;-575100;Brazil;85274
Codo;-44796;-438800;Brazil;83288
Araxa;-195796;-469500;Brazil;82595
Lavras;-212496;-450100;Brazil;81472
Avare;-231100;-489300;Brazil;81285
Formosa;-155395;-473400;Brazil;81232
Itumbiara;-183996;-492100;Brazil;79582
Abaetetuba;-17245;-488849;Brazil;79420
Tres Lagoas;-207900;-517200;Brazil;78712
Sao Joao del Rei;-211300;-442500;Brazil;78592
Itauna;-200600;-445700;Brazil;77400
Sao Mateus;-187296;-398600;Brazil;77117
Jatai;-178796;-517500;Brazil;76547
Sao Joao da Boa Vista;-219800;-467900;Brazil;76540
Tucurui;-36800;-497200;Brazil;76337
Campo Murao;-240496;-524200;Brazil;75401
Cachoeira do Sul;-300300;-529100;Brazil;74694
Bacabal;-42300;-448000;Brazil;72372
Goiana;-75596;-350000;Brazil;71549
Ijui;-283895;-539199;Brazil;71202
Altamira;-31996;-522100;Brazil;70888
Paracatu;-171996;-468700;Brazil;70753
Iguatu;-63600;-393000;Brazil;70380
Paragominas;-29596;-474900;Brazil;69613
Guajara-Miram;-108000;-653499;Brazil;69586
Jaboticabal;-212500;-483300;Brazil;69394
Balsas;-75200;-460500;Brazil;68056
Santa Ines;-36600;-453900;Brazil;67424
Rio Negro;-261000;-497900;Brazil;65597
Santo Angelo;-283000;-542800;Brazil;65420
Ji-Parana;-108333;-619670;Brazil;65016
Gurupi;-117196;-490600;Brazil;64789
Parintins;-26100;-567400;Brazil;64428
Curvelo;-187596;-444300;Brazil;63954
Cacador;-267700;-510200;Brazil;63726
Irece;-113000;-418700;Brazil;63626
Catalao;-181800;-479500;Brazil;63544
Vilhena;-127166;-601166;Brazil;63231
Valenca;-133596;-390800;Brazil;63231
Itapeva;-239796;-488800;Brazil;62957
Tupa;-219300;-505200;Brazil;62035
Fernandopolis;-202696;-502600;Brazil;61931
Canela;-293600;-508100;Brazil;60806
Pirassununga;-219900;-474300;Brazil;60413
Pirapora;-173300;-449300;Brazil;60164
Caratinga;-197900;-421400;Brazil;60066
Itapetinga;-152500;-402500;Brazil;59721
Sao Borja;-286596;-560100;Brazil;59613
Carazinho;-282900;-528000;Brazil;59417
Santa Rosa;-278695;-544600;Brazil;59281
Manacapuru;-32896;-606200;Brazil;59102
Telemaco Borba;-243300;-506200;Brazil;58880
Guanambi;-142296;-427900;Brazil;58877
Ariquemes;-99396;-630800;Brazil;58096
Timbauba;-74996;-353200;Brazil;57534
Picos;-70800;-414400;Brazil;57495
Arcoverde;-84200;-370700;Brazil;57163
Braganca;-10500;-467700;Brazil;57163
Cruzeiro do Sul;-76300;-726700;Brazil;56862
Serrinha;-116496;-390100;Brazil;56829
Vacaria;-284996;-509400;Brazil;56765
Janauba;-157996;-433100;Brazil;56572
Formiga;-204600;-454300;Brazil;56404
Nova Vicosa;-178800;-393700;Brazil;55980
Itapipoca;-34995;-395800;Brazil;55784
Estancia;-112696;-374500;Brazil;55654
Sao Gabriel;-303200;-543200;Brazil;55434
Concordia;-272300;-520300;Brazil;55367
Sao Jose de Ribamar;-25500;-440700;Brazil;55265
Caico;-64596;-371000;Brazil;54934
Penapolis;-214100;-500800;Brazil;54477
Coari;-40800;-631300;Brazil;53305
Registro;-244900;-478400;Brazil;53273
Camaqua;-308396;-518100;Brazil;53169
Crateus;-51656;-406660;Brazil;52933
Andradina;-209096;-513799;Brazil;52406
Barra do Garcas;-158796;-522600;Brazil;52398
Batatais;-208900;-475900;Brazil;51976
Itacoatiara;-31400;-584400;Brazil;51509
Tefe;-33600;-647000;Brazil;51437
Araguaina;-71900;-482100;Brazil;50444
Quixada;-49700;-390200;Brazil;49328
Barra do Corda;-55096;-452600;Brazil;48901
Floriano;-67696;-430300;Brazil;48587
Senhor do Bonfim;-104496;-401900;Brazil;48471
Rio Verde;-178196;-509300;Brazil;48318
Ponte Nova;-204096;-429000;Brazil;48187
Guaxupe;-212900;-467100;Brazil;47889
Goianesia;-153096;-491300;Brazil;47883
Capanema;-11900;-471800;Brazil;47766
Itamaraju;-170396;-395299;Brazil;47628
Campo Belo;-208896;-452800;Brazil;47491
Itaberaba;-125196;-403000;Brazil;47301
Breves;-16800;-504900;Brazil;47164
Leopoldina;-215300;-426400;Brazil;46742
Irati;-254700;-506600;Brazil;45830
Cameta;-22396;-495100;Brazil;45200
Piripiri;-42696;-417900;Brazil;44864
Camocim;-29000;-408500;Brazil;44481
Aracati;-45600;-377700;Brazil;44293
Inhumas;-163600;-495000;Brazil;44058
Imbituba;-282296;-486600;Brazil;43450
Ararangua;-289400;-495000;Brazil;43444
Caninde;-43500;-393100;Brazil;42720
Salgueiro;-80596;-391300;Brazil;42152
Penedo;-102696;-365800;Brazil;42097
Castro;-247900;-500100;Brazil;42091
Brumado;-142100;-416700;Brazil;41989
Jaguaquara;-135300;-399700;Brazil;41498
Canoinhas;-261800;-504000;Brazil;41498
Garca;-222200;-496600;Brazil;41302
Palmeira dos Indios;-94166;-366166;Brazil;41095
Salinopolis;-6095;-473400;Brazil;40998
Frutal;-200300;-489400;Brazil;40931
Chapadinha;-37395;-433600;Brazil;40804
Aquidauana;-204696;-557900;Brazil;40803
Bom Jesus da Lapa;-132495;-434400;Brazil;40691
Alta Floresta;-99000;-559100;Brazil;40466
Laguna;-284800;-487800;Brazil;39711
Russas;-49400;-379800;Brazil;39465
Palmas;-264800;-520000;Brazil;39150
Mineiros;-175695;-525600;Brazil;38951
Pinheiro;-25196;-450900;Brazil;38893
Joacaba;-271700;-515000;Brazil;38876
Remanso;-95996;-421100;Brazil;37945
Nanuque;-178400;-403500;Brazil;37824
Diamantina;-182400;-436100;Brazil;37343
Rosario do Sul;-302500;-549200;Brazil;36721
Cristalina;-167700;-476100;Brazil;36531
Guaira;-240900;-542700;Brazil;36426
Sao Francisco do Sul;-262396;-486000;Brazil;36224
Acu;-55796;-369101;Brazil;36125
Oriximina;-17596;-558700;Brazil;35581
Barreiros;-88296;-352000;Brazil;35565
Xique-Xique;-108200;-427300;Brazil;35433
Jacarezinho;-231599;-499800;Brazil;35090
Itapecuru Mirim;-34000;-443600;Brazil;34943
Januaria;-154800;-443700;Brazil;34811
Osorio;-298800;-502700;Brazil;34628
Morrinhos;-177300;-491100;Brazil;34143
Coroata;-41296;-441500;Brazil;34129
Capitao Poco;-17496;-470900;Brazil;32704
Maues;-33896;-577200;Brazil;32561
Paranaiba;-196796;-512000;Brazil;32217
Bocaiuva;-171096;-438100;Brazil;32114
Sao Luiz Gonzaga;-284100;-549600;Brazil;31798
Campo Maior;-48200;-421800;Brazil;31739
Jacareacanga;-62666;-576500;Brazil;31661
Barra do Bugres;-150696;-571900;Brazil;31311
Tucano;-109696;-387900;Brazil;31203
Presidente Dutra;-52500;-445200;Brazil;30330
Grajau;-58100;-461500;Brazil;30217
Novo Horizonte;-214596;-492200;Brazil;30158
Iturama;-197300;-502000;Brazil;29805
Jaguarao;-325600;-533700;Brazil;29613
Pontes e Lacerda;-152196;-593500;Brazil;29381
Almenara;-161700;-407000;Brazil;29333
Taua;-59995;-403100;Brazil;29188
Acarau;-28896;-401200;Brazil;28389
Ubaitaba;-143000;-393300;Brazil;28375
Ico;-64000;-388500;Brazil;28323
Ipora;-164500;-511300;Brazil;28254
Santa Vitoria do Palmar;-335200;-533700;Brazil;27775
Santa Cruz;-62200;-360300;Brazil;27775
Obidos;-19100;-555200;Brazil;27587
Niquelandia;-144696;-484700;Brazil;27541
Colider;-108173;-554506;Brazil;27139
Conceicao do Araguaia;-82500;-492900;Brazil;27115
Aripuana;-91700;-606400;Brazil;26983
Viana;-32096;-450000;Brazil;26689
Miracema;-214100;-422000;Brazil;26684
Ipu;-43196;-407201;Brazil;26678
Canavieiras;-156400;-389600;Brazil;26375
Alenquer;-19396;-547900;Brazil;26290
Sena Madureira;-90700;-686700;Brazil;26192
Granja;-31195;-408400;Brazil;25879
Pimenta Bueno;-116400;-612100;Brazil;25762
Lapa;-257600;-497300;Brazil;25621
Sao Lourenco do Sul;-313700;-519800;Brazil;25340
Colinas;-60395;-442400;Brazil;25158
Pires do Rio;-172995;-482800;Brazil;24822
Rolim de Moura;-117302;-617806;Brazil;24516
Iguape;-247200;-475699;Brazil;23784
Jardim;-214799;-561500;Brazil;23780
Guanhaes;-187800;-429500;Brazil;23727
Itambe;-152396;-406300;Brazil;23558
Santa Maria da Vitoria;-133900;-442100;Brazil;23488
Quarai;-303800;-564599;Brazil;23229
Nova Cruz;-64696;-354400;Brazil;23166
Maracaju;-216100;-551800;Brazil;22690
Baturite;-43296;-388800;Brazil;22417
Itaberai;-160200;-498100;Brazil;22129
Aracuai;-168596;-420699;Brazil;22005
Eirunepe;-66600;-698738;Brazil;21750
Barras;-42500;-423000;Brazil;21597
Manicore;-58122;-612975;Brazil;21549
Portel;-19500;-508200;Brazil;21315
Itupiranga;-51200;-493000;Brazil;21301
Paracuru;-33995;-390400;Brazil;21196
Santa Cruz Cabralia;-162800;-390300;Brazil;19545
Viseu;-11965;-461400;Brazil;18958
Ceres;-153033;-496052;Brazil;18759
Apodi;-56500;-378000;Brazil;16757
Fonte Boa;-25138;-660916;Brazil;16060
Sao Cabriel da Cachoeira;-1332;-670833;Brazil;15231
Pedreiras;-45696;-446700;Brazil;13638
Barcelos;-9750;-629239;Brazil;12584
Caracarai;18162;-611277;Brazil;11368
Alvorada;-124700;-490820;Brazil;10232
Novo Airao;-26208;-609438;Brazil;9049
Sinop;-118500;-554600;Brazil;8961
Tocantinopolis;-63196;-474200;Brazil;8750
Rosario;-29400;-442600;Brazil;6798
Tonantins;-28727;-678019;Brazil;4561
Xinguara;-71006;-499480;Brazil;4047
Amapa;20500;-508000;Brazil;1947
